record_id,dataset_partition,recommended_split,data_source,synthetic_method,grade_band,age_range,unit_family,unit_label,session_index,session_title,session_type,task_family,prompt_text,learner_response,artifact_summary,teacher_observation,peer_feedback,checkpoint_result,proof_of_work_present,proof_of_work_type,ai_used,ai_mode,ai_prompt,ai_suggestion_summary,learner_change_summary,confidence_self_rating,mastery,evidence_use,metacognition,independence,integrity_risk,safety_awareness,collaboration_signal,needs_followup,source_weight,eligible_for_training,eligible_for_eval,curriculum_anchor,scenario_tag,challenge_pattern,qc_pass,qc_notes
boo_13_00011,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,3,Build a First Prototype,teacher_obs,teacher_observation_bundle,What did the student do during build time and testing?,"Student named the user, pointed to the prototype, and explained one change after testing.","Voice reflection clip, prototype sketch, and a simple prototype for lunch trays slip when kids walk.",Student stayed with the same problem through the session.,Try a stronger tape next time.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,developing,developing,medium,low,developing,developing,False,0.2,True,False,checkpoint_show_work,feedback_iteration,,True,
boo_13_00012,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,1,"Notice Problems, Pick One",retrieval,problem_identification,What problem are you trying to solve and who does it help?,I want to help classmates because water bottle spills in backpacks in the classroom. My idea is a small fix that is easy to use.,"One labeled photo, drawing sequence, and a simple prototype for water bottle spills in backpacks.",Student used feedback after a peer test.,Try a stronger tape next time.,pass,True,drawing_or_photo,False,none,,,,4,proficient,strong,developing,high,low,developing,developing,False,0.2,True,False,portfolio_artifact,feedback_iteration,,True,
boo_13_00013,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,6,Optional Coding Boost,checkpoint,prototype_test_note,How did you test your invention today?,I tested it by asking one classmate to try it and the plant marker stayed up after we watered the soil. That helped me see what to change.,"One labeled photo, drawing sequence, and a simple prototype for headphones get tangled.",Student stayed with the same problem through the session.,I like that it helps quickly.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,strong,developing,medium,low,developing,developing,False,0.2,True,False,portfolio_artifact,share_out,,True,
boo_13_00014,bootstrap,validation,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,7,Prepare a Showcase,reflection,improvement_reflection,"What worked, and what will you change next time?",I will make it better next time.,No retained artifact; student description only.,Student repeated a polished sentence but could not show the matching work sample.,Try a stronger tape next time.,not_yet,False,missing,False,none,,,,4,proficient,weak,weak,low,high,weak,developing,True,0.2,True,False,retrieval_explain_back,authentic_build,,True,
boo_13_00015,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,5,Add Story and Demo,checkpoint,checkpoint_evidence,Show one piece of work that proves what you tried.,I have a one labeled photo and a voice reflection clip. They show what I made and how I tested it.,"One labeled photo, voice reflection clip, and a simple prototype for plants do not get watered on weekends.",Student could point to the changed part of the prototype.,I like that it helps quickly.,pass_with_support,True,drawing_or_photo,False,none,,,,1,developing,developing,strong,high,low,developing,strong,False,0.2,True,False,reflection_next_step,test_note,,True,
boo_13_00016,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,7,Prepare a Showcase,artifact,show_and_tell,"Say what you made, who it helps, and why.",I made something for kids. It helps with jackets fall off hooks.,"One labeled photo, teacher checklist note, and a simple prototype for jackets fall off hooks.",Student stayed with the same problem through the session.,Try a stronger tape next time.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,developing,developing,medium,low,developing,strong,False,0.2,True,False,checkpoint_show_work,authentic_build,,True,
boo_13_00017,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,8,Celebrate and Reflect,teacher_obs,teacher_observation_bundle,What did the student do during build time and testing?,"Student named the user, pointed to the prototype, and explained one change after testing.","Drawing sequence, prototype sketch, and a simple prototype for library books are hard to carry.",Student spoke clearly during share-out.,I like that it helps quickly.,pass,True,drawing_or_photo,False,none,,,,4,proficient,strong,strong,high,low,developing,strong,False,0.2,True,False,retrieval_explain_back,test_note,,True,
boo_13_00018,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,1,"Notice Problems, Pick One",retrieval,problem_identification,What problem are you trying to solve and who does it help?,The problem is lunch trays slip when kids walk. It helps friends. I want to make it easier.,"Tester smile/frown note, one labeled photo, and a simple prototype for lunch trays slip when kids walk.",Student could point to the changed part of the prototype.,Can you show where the problem happens?,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,developing,developing,medium,low,developing,developing,False,0.2,True,False,retrieval_explain_back,test_note,,True,
boo_13_00019,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,6,Optional Coding Boost,checkpoint,prototype_test_note,How did you test your invention today?,I let someone try it and I watched what happened. it held three pencils before tipping.,"Drawing sequence, prototype sketch, and a simple prototype for pencils roll off desks.",Student needed one prompt to explain who the invention helps.,Can you show where the problem happens?,pass_with_support,True,drawing_or_photo,False,none,,,,1,novice,developing,strong,high,low,developing,developing,True,0.2,True,False,reflection_next_step,authentic_build,,True,
boo_13_00020,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,5,Add Story and Demo,reflection,improvement_reflection,"What worked, and what will you change next time?",I will make it better next time.,"Teacher checklist note, drawing sequence, and a simple prototype for markers dry out when caps get lost.",Student needed one prompt to explain who the invention helps.,Try a stronger tape next time.,pass_with_support,True,drawing_or_photo,False,none,,,,1,novice,developing,weak,medium,low,developing,developing,True,0.2,True,False,reflection_next_step,test_note,,True,
boo_13_00021,bootstrap,validation,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,4,Test and Improve,checkpoint,checkpoint_evidence,Show one piece of work that proves what you tried.,I have a drawing sequence and a voice reflection clip. They show what I made and how I tested it.,"Drawing sequence, voice reflection clip, and a simple prototype for water bottle spills in backpacks.",Student used feedback after a peer test.,It looks helpful for younger kids too.,pass_with_support,True,drawing_or_photo,False,none,,,,1,developing,developing,strong,high,low,developing,developing,False,0.2,True,False,portfolio_artifact,authentic_build,,True,
boo_13_00022,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,7,Prepare a Showcase,artifact,show_and_tell,"Say what you made, who it helps, and why.",We made a helper for readers. It fixes library books are hard to carry because it keeps the hard part from happening.,"Prototype sketch, drawing sequence, and a simple prototype for library books are hard to carry.",Student needed one prompt to explain who the invention helps.,I like that it helps quickly.,pass,True,drawing_or_photo,False,none,,,,4,advanced,strong,strong,high,low,developing,strong,False,0.2,True,False,checkpoint_show_work,feedback_iteration,,True,
boo_13_00023,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,6,Optional Coding Boost,teacher_obs,teacher_observation_bundle,What did the student do during build time and testing?,"Student named the user, pointed to the prototype, and explained one change after testing.","Prototype sketch, one labeled photo, and a simple prototype for headphones get tangled.",Student needed one prompt to explain who the invention helps.,It looks helpful for younger kids too.,pass,True,drawing_or_photo,False,none,,,,4,proficient,strong,developing,high,low,developing,strong,False,0.2,True,False,checkpoint_show_work,share_out,,True,
boo_13_00024,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,1,"Notice Problems, Pick One",retrieval,problem_identification,What problem are you trying to solve and who does it help?,The problem is pencils roll off desks. It helps students. I want to make it easier.,"Voice reflection clip, drawing sequence, and a simple prototype for pencils roll off desks.",Student used feedback after a peer test.,Maybe make the handle bigger.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,weak,weak,high,low,developing,developing,False,0.2,True,False,checkpoint_show_work,test_note,,True,
boo_13_00025,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,4,Test and Improve,checkpoint,prototype_test_note,How did you test your invention today?,I tested it by asking one classmate to try it and it held three pencils before tipping. That helped me see what to change.,"Tester smile/frown note, teacher checklist note, and a simple prototype for pencils roll off desks.",Student spoke clearly during share-out.,Can you show where the problem happens?,pass,True,drawing_or_photo,False,none,,,,4,advanced,strong,developing,high,low,developing,developing,False,0.2,True,False,retrieval_explain_back,test_note,,True,
boo_13_00026,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,8,Celebrate and Reflect,reflection,improvement_reflection,"What worked, and what will you change next time?",I will make it better next time.,"Voice reflection clip, prototype sketch, and a simple prototype for lunch trays slip when kids walk.",Student stayed with the same problem through the session.,Try a stronger tape next time.,pass_with_support,True,drawing_or_photo,False,none,,,,1,novice,developing,weak,high,low,developing,developing,True,0.2,True,False,checkpoint_show_work,share_out,,True,
boo_13_00027,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,5,Add Story and Demo,checkpoint,checkpoint_evidence,Show one piece of work that proves what you tried.,I have a prototype sketch and a tester smile/frown note. They show what I made and how I tested it.,"Prototype sketch, tester smile/frown note, and a simple prototype for lunch trays slip when kids walk.",Student needed one prompt to explain who the invention helps.,Try a stronger tape next time.,pass,True,drawing_or_photo,False,none,,,,4,proficient,strong,strong,high,low,developing,developing,False,0.2,True,False,checkpoint_show_work,test_note,,True,
boo_13_00028,bootstrap,validation,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,5,Add Story and Demo,artifact,show_and_tell,"Say what you made, who it helps, and why.",I made something for readers. It helps with library books are hard to carry.,"Prototype sketch, teacher checklist note, and a simple prototype for library books are hard to carry.",Student could point to the changed part of the prototype.,Try a stronger tape next time.,pass_with_support,True,drawing_or_photo,False,none,,,,1,developing,developing,strong,high,low,developing,developing,False,0.2,True,False,reflection_next_step,test_note,,True,
boo_13_00029,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,4,Test and Improve,teacher_obs,teacher_observation_bundle,What did the student do during build time and testing?,"Student named the user, pointed to the prototype, and explained one change after testing.","Prototype sketch, voice reflection clip, and a simple prototype for plants do not get watered on weekends.",Student needed one prompt to explain who the invention helps.,Maybe make the handle bigger.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,developing,developing,medium,low,developing,developing,False,0.2,True,False,checkpoint_show_work,authentic_build,,True,
boo_13_00030,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,1,"Notice Problems, Pick One",retrieval,problem_identification,What problem are you trying to solve and who does it help?,I want to help kids because jackets fall off hooks in the hallway. My idea is a small fix that is easy to use.,"Prototype sketch, drawing sequence, and a simple prototype for jackets fall off hooks.",Student used feedback after a peer test.,Maybe make the handle bigger.,pass,True,drawing_or_photo,False,none,,,,4,advanced,strong,developing,high,low,developing,strong,False,0.2,True,False,retrieval_explain_back,authentic_build,,True,
boo_13_00031,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,4,Test and Improve,checkpoint,prototype_test_note,How did you test your invention today?,I let someone try it and I watched what happened. it held three pencils before tipping.,"Teacher checklist note, prototype sketch, and a simple prototype for library books are hard to carry.",Student could point to the changed part of the prototype.,Try a stronger tape next time.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,developing,developing,medium,low,developing,developing,False,0.2,True,False,reflection_next_step,test_note,,True,
boo_13_00032,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,7,Prepare a Showcase,reflection,improvement_reflection,"What worked, and what will you change next time?",It worked a little. Next time I will change one part so it is easier to use.,"Prototype sketch, voice reflection clip, and a simple prototype for headphones get tangled.",Student spoke clearly during share-out.,It looks helpful for younger kids too.,pass_with_support,True,drawing_or_photo,False,none,,,,1,novice,developing,developing,high,low,developing,developing,True,0.2,True,False,reflection_next_step,feedback_iteration,,True,
boo_13_00033,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,4,Test and Improve,checkpoint,checkpoint_evidence,Show one piece of work that proves what you tried.,I have a one labeled photo and a teacher checklist note. They show what I made and how I tested it.,"One labeled photo, teacher checklist note, and a simple prototype for pencils roll off desks.",Student could point to the changed part of the prototype.,Can you show where the problem happens?,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,strong,developing,medium,low,developing,developing,False,0.2,True,False,portfolio_artifact,test_note,,True,
boo_13_00034,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,8,Celebrate and Reflect,artifact,show_and_tell,"Say what you made, who it helps, and why.",We made a helper for listeners. It fixes headphones get tangled because it keeps the hard part from happening.,"Voice reflection clip, prototype sketch, and a simple prototype for headphones get tangled.",Student could point to the changed part of the prototype.,It looks helpful for younger kids too.,pass,True,drawing_or_photo,False,none,,,,4,proficient,strong,strong,high,low,developing,strong,False,0.2,True,False,checkpoint_show_work,test_note,,True,
boo_13_00035,bootstrap,validation,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,8,Celebrate and Reflect,teacher_obs,teacher_observation_bundle,What did the student do during build time and testing?,"Student named the user, pointed to the prototype, and explained one change after testing.","Drawing sequence, voice reflection clip, and a simple prototype for jackets fall off hooks.",Student spoke clearly during share-out.,I like that it helps quickly.,pass,True,drawing_or_photo,False,none,,,,4,advanced,strong,developing,high,low,developing,strong,False,0.2,True,False,retrieval_explain_back,authentic_build,,True,
boo_13_00036,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,1,"Notice Problems, Pick One",retrieval,problem_identification,What problem are you trying to solve and who does it help?,The problem is jackets fall off hooks. It helps kids. I want to make it easier.,"One labeled photo, drawing sequence, and a simple prototype for jackets fall off hooks.",Student needed one prompt to explain who the invention helps.,It looks helpful for younger kids too.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,strong,developing,medium,low,developing,strong,False,0.2,True,False,portfolio_artifact,share_out,,True,
boo_13_00037,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,3,Build a First Prototype,checkpoint,prototype_test_note,How did you test your invention today?,I tested it by asking one classmate to try it and my friend tried it once and said the handle was too small. That helped me see what to change.,"Teacher checklist note, prototype sketch, and a simple prototype for water bottle spills in backpacks.",Student used feedback after a peer test.,Maybe make the handle bigger.,pass,True,drawing_or_photo,False,none,,,,4,proficient,strong,developing,high,low,developing,developing,False,0.2,True,False,checkpoint_show_work,feedback_iteration,,True,
boo_13_00038,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,5,Add Story and Demo,reflection,improvement_reflection,"What worked, and what will you change next time?",It worked a little. Next time I will change one part so it is easier to use.,"Prototype sketch, one labeled photo, and a simple prototype for pencils roll off desks.",Student needed one prompt to explain who the invention helps.,I like that it helps quickly.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,strong,developing,medium,low,developing,developing,False,0.2,True,False,retrieval_explain_back,share_out,,True,
boo_13_00039,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,7,Prepare a Showcase,checkpoint,checkpoint_evidence,Show one piece of work that proves what you tried.,I have a voice reflection clip and a one labeled photo. They show what I made and how I tested it.,"Voice reflection clip, one labeled photo, and a simple prototype for headphones get tangled.",Student stayed with the same problem through the session.,Can you show where the problem happens?,pass_with_support,True,drawing_or_photo,False,none,,,,1,novice,weak,weak,high,low,developing,developing,True,0.2,True,False,reflection_next_step,authentic_build,,True,
boo_13_00040,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,7,Prepare a Showcase,artifact,show_and_tell,"Say what you made, who it helps, and why.",I made a thing to help.,"Voice reflection clip, teacher checklist note, and a simple prototype for water bottle spills in backpacks.",Student used feedback after a peer test.,Try a stronger tape next time.,pass_with_support,True,drawing_or_photo,False,none,,,,1,novice,developing,developing,high,low,developing,strong,True,0.2,True,False,portfolio_artifact,test_note,,True,
boo_13_00041,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,8,Celebrate and Reflect,teacher_obs,teacher_observation_bundle,What did the student do during build time and testing?,"Student named the user, pointed to the prototype, and explained one change after testing.","Tester smile/frown note, one labeled photo, and a simple prototype for markers dry out when caps get lost.",Student spoke clearly during share-out.,It looks helpful for younger kids too.,pass_with_support,True,drawing_or_photo,False,none,,,,1,novice,developing,developing,medium,low,developing,strong,True,0.2,True,False,checkpoint_show_work,test_note,,True,
boo_13_00042,bootstrap,validation,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,1,"Notice Problems, Pick One",retrieval,problem_identification,What problem are you trying to solve and who does it help?,The problem is markers dry out when caps get lost. It helps artists. I want to make it easier.,"Tester smile/frown note, teacher checklist note, and a simple prototype for markers dry out when caps get lost.",Student could point to the changed part of the prototype.,Try a stronger tape next time.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,developing,developing,medium,low,developing,developing,False,0.2,True,False,portfolio_artifact,test_note,,True,
boo_13_00043,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,6,Optional Coding Boost,checkpoint,prototype_test_note,How did you test your invention today?,I tested it and it was okay.,"Tester smile/frown note, one labeled photo, and a simple prototype for pencils roll off desks.",Student spoke clearly during share-out.,Can you show where the problem happens?,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,weak,developing,high,low,developing,strong,False,0.2,True,False,reflection_next_step,share_out,,True,
boo_13_00044,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,4,Test and Improve,reflection,improvement_reflection,"What worked, and what will you change next time?",It worked a little. Next time I will change one part so it is easier to use.,"Tester smile/frown note, one labeled photo, and a simple prototype for markers dry out when caps get lost.",Student used feedback after a peer test.,It looks helpful for younger kids too.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,developing,developing,medium,low,developing,strong,False,0.2,True,False,reflection_next_step,authentic_build,,True,
boo_13_00045,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,6,Optional Coding Boost,checkpoint,checkpoint_evidence,Show one piece of work that proves what you tried.,I have a tester smile/frown note and a one labeled photo. They show what I made and how I tested it.,"Tester smile/frown note, one labeled photo, and a simple prototype for plants do not get watered on weekends.",Student spoke clearly during share-out.,Can you show where the problem happens?,pass,True,drawing_or_photo,False,none,,,,4,advanced,strong,developing,high,low,developing,strong,False,0.2,True,False,checkpoint_show_work,test_note,,True,
boo_13_00046,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,8,Celebrate and Reflect,artifact,show_and_tell,"Say what you made, who it helps, and why.",We made a helper for artists. It fixes markers dry out when caps get lost because it keeps the hard part from happening.,"Voice reflection clip, teacher checklist note, and a simple prototype for markers dry out when caps get lost.",Student repeated a polished sentence but could not show the matching work sample.,I like that it helps quickly.,pass,True,drawing_or_photo,False,none,,,,4,proficient,weak,weak,low,high,weak,strong,True,0.2,True,False,portfolio_artifact,authentic_build,,True,
boo_13_00047,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,5,Add Story and Demo,teacher_obs,teacher_observation_bundle,What did the student do during build time and testing?,"Student named the user, pointed to the prototype, and explained one change after testing.","One labeled photo, teacher checklist note, and a simple prototype for water bottle spills in backpacks.",Student spoke clearly during share-out.,Try a stronger tape next time.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,weak,weak,medium,low,developing,developing,False,0.2,True,False,portfolio_artifact,test_note,,True,
boo_13_00048,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,2,Plan an Idea,retrieval,problem_identification,What problem are you trying to solve and who does it help?,The problem is headphones get tangled. It helps listeners. I want to make it easier.,"Tester smile/frown note, prototype sketch, and a simple prototype for headphones get tangled.",Student used feedback after a peer test.,Maybe make the handle bigger.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,developing,developing,medium,low,developing,developing,False,0.2,True,False,retrieval_explain_back,feedback_iteration,,True,
boo_13_00049,bootstrap,validation,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,4,Test and Improve,checkpoint,prototype_test_note,How did you test your invention today?,I tested it by asking one classmate to try it and it held three pencils before tipping. That helped me see what to change.,"Tester smile/frown note, drawing sequence, and a simple prototype for jackets fall off hooks.",Student needed one prompt to explain who the invention helps.,Try a stronger tape next time.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,strong,developing,medium,low,developing,developing,False,0.2,True,False,checkpoint_show_work,test_note,,True,
boo_13_00050,bootstrap,train,synthetic,rubric_template_v1,1-3,6-8,helpful_invention_studio,My Helpful Invention Studio,7,Prepare a Showcase,reflection,improvement_reflection,"What worked, and what will you change next time?",It worked a little. Next time I will change one part so it is easier to use.,"Tester smile/frown note, one labeled photo, and a simple prototype for library books are hard to carry.",Student stayed with the same problem through the session.,It looks helpful for younger kids too.,pass_with_support,True,drawing_or_photo,False,none,,,,2,developing,developing,developing,medium,low,developing,developing,False,0.2,True,False,reflection_next_step,test_note,,True,
